Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Air India,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-04-27 23:06:00,2025-04-27 23:55:24,0.823368138944372,Direct,Airbus A320,Business,Direct Booking,4899.366794638576,200.0,5099.366794638576,Regular,86
SriLankan Airlines,CGP,"Shah Amanat International Airport, Chittagong",BZL,Barisal Airport,2025-08-03 07:14:00,2025-08-03 07:48:35,0.5764584788002411,Direct,Airbus A320,Business,Travel Agency,6819.2447787206365,200.0,7019.2447787206365,Regular,86
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-03-20 13:03:00,2025-03-21 04:24:04,15.35132716965405,1 Stop,Airbus A350,First Class,Direct Booking,54090.52658437984,14113.578987656976,68204.10557203682,Regular,60
SriLankan Airlines,ZYL,"Osmani International Airport, Sylhet",KUL,Kuala Lumpur International Airport,2025-06-04 18:11:00,2025-06-04 20:55:25,2.7402897862661875,Direct,Boeing 787,Economy,Travel Agency,90634.47519375631,19595.17127906345,110229.64647281976,Hajj,32
US-Bangla Airlines,CXB,Cox's Bazar Airport,DOH,"Hamad International Airport, Doha",2025-06-10 17:48:00,2025-06-10 22:23:05,4.584860933770775,1 Stop,Boeing 787,First Class,Direct Booking,242422.07903643578,40363.31185546536,282785.39089190116,Regular,16
Vistara,ZYL,"Osmani International Airport, Sylhet",DEL,"Indira Gandhi International Airport, Delhi",2025-12-22 23:19:00,2025-12-23 01:57:43,2.6454637699396777,1 Stop,Boeing 737,Business,Travel Agency,99571.92046539448,16935.78806980917,116507.70853520365,Winter Holidays,89
Air India,CXB,Cox's Bazar Airport,KUL,Kuala Lumpur International Airport,2025-08-01 07:26:00,2025-08-01 09:50:44,2.412413681110073,1 Stop,Boeing 787,First Class,Online Website,25469.641006112266,9820.44615091684,35290.087157029106,Regular,54
Air India,RJH,"Shah Makhdum Airport, Rajshahi",ZYL,"Osmani International Airport, Sylhet",2026-01-20 18:01:00,2026-01-20 19:06:09,1.0859836501644702,Direct,Airbus A320,Business,Travel Agency,9215.59414133301,200.0,9415.59414133301,Winter Holidays,55
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",BKK,"Suvarnabhumi Airport, Bangkok",2026-01-06 16:20:00,2026-01-06 19:03:20,2.722386808975604,1 Stop,Boeing 737,First Class,Online Website,97659.94557118916,20648.991835678375,118308.93740686754,Winter Holidays,44
IndiGo,JSR,Jessore Airport,IST,Istanbul Airport,2025-08-29 21:03:00,2025-08-30 03:03:02,6.000806520709959,1 Stop,Airbus A350,Economy,Travel Agency,21125.158699950356,7168.773804992554,28293.93250494291,Regular,42
Lufthansa,SPD,Saidpur Airport,CXB,Cox's Bazar Airport,2025-07-18 13:08:00,2025-07-18 14:03:26,0.9241029703709919,Direct,Airbus A320,Business,Travel Agency,7613.262333575497,200.0,7813.262333575497,Regular,72
Singapore Airlines,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2026-01-05 14:30:00,2026-01-05 18:18:07,3.8021545154257446,1 Stop,Boeing 737,First Class,Online Website,70705.14466326192,14605.771699489287,85310.9163627512,Winter Holidays,75
Biman Bangladesh Airlines,ZYL,"Osmani International Airport, Sylhet",JED,"King Abdulaziz International Airport, Jeddah",2025-06-11 13:07:00,2025-06-11 19:00:57,5.899255564717868,1 Stop,Airbus A350,Business,Travel Agency,107415.71916780547,20112.35787517082,127528.07704297628,Regular,70
SriLankan Airlines,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-08-05 11:20:00,2025-08-05 12:27:39,1.127656340425643,Direct,Airbus A320,First Class,Travel Agency,11487.087051848419,200.0,11687.087051848419,Regular,47
Cathay Pacific,SPD,Saidpur Airport,BZL,Barisal Airport,2025-09-10 02:43:00,2025-09-10 03:59:37,1.2771815117500838,Direct,Airbus A320,First Class,Online Website,10079.551664324026,200.0,10279.551664324026,Regular,15
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DEL,"Indira Gandhi International Airport, Delhi",2025-03-04 18:01:00,2025-03-04 20:10:17,2.1549821430117344,Direct,Boeing 737,Business,Travel Agency,67971.85907597588,12195.778861396382,80167.63793737226,Regular,15
Etihad Airways,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2025-04-25 01:16:00,2025-04-25 01:46:00,0.5,Direct,Airbus A320,Business,Online Website,6540.084352243519,200.0,6740.084352243519,Regular,41
IndiGo,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-07-10 01:37:00,2025-07-10 16:47:48,15.180124567718131,1 Stop,Airbus A350,Business,Travel Agency,40348.57500077553,12052.286250116329,52400.86125089186,Regular,30
Qatar Airways,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-11-16 09:19:00,2025-11-16 11:32:28,2.2244959878152186,Direct,Boeing 737,First Class,Travel Agency,189435.7638929854,30415.36458394781,219851.1284769332,Regular,50
Qatar Airways,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-01-21 23:33:00,2025-01-22 00:36:10,1.0530128730420922,Direct,Airbus A320,First Class,Travel Agency,10022.901577266426,200.0,10222.901577266426,Regular,20
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",BKK,"Suvarnabhumi Airport, Bangkok",2025-06-01 18:25:00,2025-06-01 21:17:53,2.881620997902292,Direct,Boeing 787,First Class,Travel Agency,270954.2406479609,46643.13609719414,317597.3767451551,Regular,9
US-Bangla Airlines,BZL,Barisal Airport,JSR,Jessore Airport,2025-12-02 17:16:00,2025-12-02 17:46:00,0.5,Direct,Airbus A320,First Class,Online Website,13561.397737472222,200.0,13761.397737472222,Winter Holidays,16
IndiGo,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-02-24 16:02:00,2025-02-24 18:25:53,2.3981848119381626,Direct,Boeing 787,First Class,Direct Booking,91280.79149948138,19692.118724922206,110972.91022440357,Regular,35
British Airways,CGP,"Shah Amanat International Airport, Chittagong",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-05-28 16:29:00,2025-05-28 17:32:19,1.0554840655151703,Direct,Airbus A320,First Class,Online Website,185958.29986185898,29893.744979278847,215852.04484113783,Regular,53
Air Astra,ZYL,"Osmani International Airport, Sylhet",YYZ,Toronto Pearson International Airport,2025-08-19 21:47:00,2025-08-20 12:48:10,15.019669082388567,1 Stop,Boeing 777,First Class,Online Website,84369.39606621036,18655.409409931555,103024.80547614192,Regular,8
Gulf Air,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-05-08 22:30:00,2025-05-09 11:08:29,12.641436696524504,1 Stop,Boeing 777,First Class,Online Website,99291.73067846922,20893.759601770384,120185.49028023961,Regular,77
Thai Airways,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-11-25 17:13:00,2025-11-25 21:28:42,4.2619439882079355,Direct,Boeing 787,Business,Online Website,70097.22966157849,14514.584449236772,84611.81411081526,Regular,43
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-03-17 08:59:00,2025-03-17 12:45:26,3.7739341097751686,1 Stop,Boeing 787,Business,Online Website,115001.2730867042,21250.19096300563,136251.46404970982,Regular,69
Etihad Airways,BZL,Barisal Airport,SIN,Singapore Changi Airport,2025-12-01 20:27:00,2025-12-01 23:49:40,3.3778019192342055,Direct,Boeing 787,Economy,Online Website,52424.03461666279,13863.605192499419,66287.63980916221,Winter Holidays,58
AirAsia,CXB,Cox's Bazar Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-04-07 18:28:00,2025-04-07 19:44:36,1.2768455206393312,Direct,Airbus A320,First Class,Travel Agency,101509.184990295,17226.377748544248,118735.56273883925,Regular,6
AirAsia,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-01-26 07:15:00,2025-01-26 21:46:21,14.52251514131917,1 Stop,Boeing 777,First Class,Direct Booking,90417.90507503651,19562.685761255474,109980.59083629199,Regular,17
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-11-17 09:21:00,2025-11-17 10:02:55,0.6987190991658173,Direct,Airbus A320,First Class,Travel Agency,9641.333781843394,200.0,9841.333781843394,Regular,78
IndiGo,JSR,Jessore Airport,BZL,Barisal Airport,2025-10-13 13:36:00,2025-10-13 14:06:00,0.5,Direct,Airbus A320,First Class,Travel Agency,11559.926378752874,200.0,11759.926378752874,Regular,66
Singapore Airlines,SPD,Saidpur Airport,BZL,Barisal Airport,2025-05-14 03:54:00,2025-05-14 05:03:11,1.1532964380082364,Direct,Airbus A320,Economy,Online Website,4079.753472921293,200.0,4279.753472921293,Regular,19
Vistara,JSR,Jessore Airport,DOH,"Hamad International Airport, Doha",2025-05-03 21:46:00,2025-05-04 01:49:00,4.050131379850622,Direct,Boeing 737,Economy,Direct Booking,28492.919319192988,8273.937897878948,36766.857217071934,Regular,18
Gulf Air,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-09-17 11:03:00,2025-09-17 23:58:33,12.926084069036289,1 Stop,Boeing 777,Business,Online Website,21957.868680851316,9293.680302127697,31251.548982979013,Regular,90
Air India,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-03-19 10:38:00,2025-03-19 11:15:18,0.6216722630512931,Direct,Airbus A320,Economy,Online Website,3531.5382202663636,200.0,3731.5382202663636,Regular,45
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-03-25 23:50:00,2025-03-26 06:20:20,6.505826604153778,1 Stop,Airbus A350,Economy,Online Website,37697.89190064875,9654.683785097313,47352.575685746066,Regular,67
Saudia,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-12-05 20:17:00,2025-12-05 21:14:40,0.9611857189854988,Direct,Airbus A320,First Class,Direct Booking,13830.531720282112,200.0,14030.531720282112,Winter Holidays,28
Qatar Airways,BZL,Barisal Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-10-27 05:21:00,2025-10-27 05:55:43,0.5786451114628377,Direct,Airbus A320,Business,Direct Booking,4894.992588599531,200.0,5094.992588599531,Regular,64
SriLankan Airlines,JSR,Jessore Airport,SPD,Saidpur Airport,2025-09-23 14:11:00,2025-09-23 15:03:08,0.8691266205212672,Direct,Airbus A320,Economy,Online Website,3865.015486580202,200.0,4065.015486580202,Regular,76
Biman Bangladesh Airlines,SPD,Saidpur Airport,DOH,"Hamad International Airport, Doha",2025-02-22 05:35:00,2025-02-22 09:28:42,3.895011641274307,Direct,Boeing 737,Economy,Travel Agency,44102.87015673004,10615.430523509505,54718.30068023954,Regular,13
Singapore Airlines,JSR,Jessore Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-11-08 06:04:00,2025-11-08 06:34:00,0.5,Direct,Airbus A320,First Class,Online Website,11506.267709462627,200.0,11706.267709462627,Regular,86
Kuwait Airways,RJH,"Shah Makhdum Airport, Rajshahi",YYZ,Toronto Pearson International Airport,2025-03-16 13:13:00,2025-03-17 02:47:47,13.579800870061993,1 Stop,Boeing 777,Business,Online Website,99033.14338796749,20854.97150819512,119888.11489616262,Regular,64
Emirates,RJH,"Shah Makhdum Airport, Rajshahi",SPD,Saidpur Airport,2025-12-14 18:22:00,2025-12-14 18:53:21,0.5226980425047748,Direct,Airbus A320,Business,Online Website,5725.280432558553,200.0,5925.280432558553,Winter Holidays,69
IndiGo,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2026-01-12 12:35:00,2026-01-12 18:21:05,5.768126613525593,1 Stop,Airbus A350,Economy,Travel Agency,55221.144715780334,12283.17170736705,67504.31642314738,Winter Holidays,79
Air India,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-08-30 23:25:00,2025-08-31 00:16:09,0.8526806420333228,Direct,Airbus A320,Economy,Online Website,2719.605584115873,200.0,2919.605584115873,Regular,33
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-05-21 21:01:00,2025-05-22 10:00:23,12.98990848983427,1 Stop,Boeing 777,Economy,Online Website,5649.331459368776,6847.399718905316,12496.731178274093,Regular,42
Turkish Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-07-28 21:13:00,2025-07-29 11:55:05,14.70159821825901,1 Stop,Airbus A350,First Class,Direct Booking,211672.27756450564,37750.841634675846,249423.1191991815,Regular,86
Thai Airways,CGP,"Shah Amanat International Airport, Chittagong",BZL,Barisal Airport,2026-03-01 10:01:00,2026-03-01 10:37:13,0.6036855860494311,Direct,Airbus A320,Business,Online Website,7306.041888493486,200.0,7506.041888493486,Regular,69
Qatar Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",CXB,Cox's Bazar Airport,2025-04-03 20:39:00,2025-04-03 21:45:17,1.1048801767189211,Direct,Airbus A320,Economy,Direct Booking,3374.0460902029986,200.0,3574.0460902029986,Regular,70
Saudia,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-07-23 07:59:00,2025-07-23 13:25:33,5.442753810316692,2 Stops,Airbus A350,Economy,Direct Booking,45948.36666395494,10892.254999593242,56840.62166354818,Regular,24
Emirates,RJH,"Shah Makhdum Airport, Rajshahi",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-09-25 00:53:00,2025-09-25 01:30:15,0.6209589675493511,Direct,Airbus A320,Economy,Travel Agency,2560.2335172927123,200.0,2760.2335172927123,Regular,49
Cathay Pacific,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-11-19 00:23:00,2025-11-19 01:51:21,1.4725115227341885,Direct,Airbus A320,Economy,Direct Booking,1785.105208367582,200.0,1985.105208367582,Regular,86
IndiGo,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-08-26 10:47:00,2025-08-26 13:11:49,2.4137660707749116,1 Stop,Boeing 737,Business,Online Website,22358.519095756266,5353.777864363439,27712.296960119704,Regular,87
NovoAir,DAC,"Hazrat Shahjalal International Airport, Dhaka",DOH,"Hamad International Airport, Doha",2025-02-01 12:32:00,2025-02-01 16:31:11,3.986392346496846,Direct,Boeing 787,First Class,Online Website,118475.72249705519,21771.358374558276,140247.08087161346,Regular,25
Thai Airways,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-10-16 04:18:00,2025-10-16 07:58:07,3.6686180496398877,Direct,Boeing 787,First Class,Travel Agency,203547.86301328073,34532.17945199211,238080.04246527283,Regular,87
Air Astra,BZL,Barisal Airport,DXB,Dubai International Airport,2025-08-02 21:12:00,2025-08-03 01:09:17,3.9548683154252204,1 Stop,Boeing 737,Business,Travel Agency,102049.90447117222,19307.485670675833,121357.39014184805,Regular,29
Cathay Pacific,JSR,Jessore Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-12-21 01:40:00,2025-12-21 04:26:06,2.768358407352535,Direct,Boeing 737,Business,Direct Booking,26368.569810518315,9955.285471577747,36323.85528209606,Winter Holidays,68
Cathay Pacific,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-06-22 17:31:00,2025-06-22 23:26:44,5.928933862727364,1 Stop,Boeing 777,Economy,Direct Booking,38170.85318326352,9725.627977489527,47896.48116075304,Regular,55
Gulf Air,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-10-03 13:54:00,2025-10-03 16:27:23,2.5565747111630084,1 Stop,Boeing 737,Business,Online Website,93478.9667098152,16021.84500647228,109500.81171628748,Regular,19
Thai Airways,RJH,"Shah Makhdum Airport, Rajshahi",JED,"King Abdulaziz International Airport, Jeddah",2026-02-25 03:55:00,2026-02-25 09:33:45,5.645859978776038,1 Stop,Boeing 777,Business,Direct Booking,15637.083084525439,6345.562462678816,21982.645547204254,Winter Holidays,76
Gulf Air,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-12-04 02:56:00,2025-12-04 03:37:57,0.6993858120453373,Direct,Airbus A320,Business,Online Website,6170.716219505038,200.0,6370.716219505038,Winter Holidays,28
Air India,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-03-25 08:13:00,2025-03-25 11:05:42,2.878535516203232,1 Stop,Boeing 737,Business,Direct Booking,77336.14100174,17600.421150260998,94936.562152001,Regular,15
SriLankan Airlines,JSR,Jessore Airport,LHR,London Heathrow Airport,2025-12-23 21:50:00,2025-12-24 07:11:32,9.359129842972113,1 Stop,Boeing 777,Business,Travel Agency,120011.36851372346,24001.705277058518,144013.073790782,Winter Holidays,39
FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-07-05 03:12:00,2025-07-05 04:52:18,1.6718459568342183,Direct,Airbus A320,Economy,Online Website,3094.9785456263953,200.0,3294.9785456263953,Regular,17
Air Astra,CXB,Cox's Bazar Airport,JFK,"John F. Kennedy International Airport, New York",2025-09-03 09:24:00,2025-09-04 00:43:43,15.328652089696336,1 Stop,Boeing 777,Business,Travel Agency,68711.02649488949,16306.653974233423,85017.68046912292,Regular,18
Vistara,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-07-28 14:09:00,2025-07-28 17:48:01,3.6505053462879293,Direct,Boeing 737,Economy,Direct Booking,44814.33938017178,10722.150907025767,55536.49028719755,Regular,30
Cathay Pacific,SPD,Saidpur Airport,KUL,Kuala Lumpur International Airport,2025-03-09 13:08:00,2025-03-09 16:25:13,3.286992497409959,Direct,Boeing 737,Economy,Travel Agency,58560.44943282941,14784.067414924411,73344.51684775382,Regular,9
Thai Airways,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-09-26 02:48:00,2025-09-26 03:29:06,0.6850290217357516,Direct,Airbus A320,First Class,Travel Agency,9399.867645622367,200.0,9599.867645622367,Regular,60
FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-06-10 12:39:00,2025-06-10 13:24:21,0.755947199990251,Direct,Airbus A320,Business,Travel Agency,8728.084158501519,200.0,8928.084158501519,Regular,37
Air Astra,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2026-01-02 10:47:00,2026-01-03 00:07:13,13.337001291457197,2 Stops,Airbus A350,Economy,Travel Agency,18114.462838906886,8717.169425836033,26831.63226474292,Winter Holidays,86
Saudia,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-09-23 21:36:00,2025-09-24 01:06:41,3.511498104603074,Direct,Boeing 787,Business,Online Website,140383.08762920144,25057.463144380217,165440.55077358166,Regular,18
Turkish Airlines,CXB,Cox's Bazar Airport,KUL,Kuala Lumpur International Airport,2025-08-11 02:43:00,2025-08-11 05:33:25,2.8405527248138753,1 Stop,Boeing 787,First Class,Online Website,136349.21949460547,26452.38292419082,162801.60241879628,Regular,47
Biman Bangladesh Airlines,SPD,Saidpur Airport,LHR,London Heathrow Airport,2025-11-06 03:13:00,2025-11-06 11:14:02,8.017453008155679,1 Stop,Airbus A350,First Class,Direct Booking,162197.1848760312,30329.577731404683,192526.7626074359,Regular,34
Air Arabia,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-03-31 18:42:00,2025-04-01 08:31:52,13.83122665991952,1 Stop,Airbus A350,Economy,Online Website,49149.90044307634,13372.48506646145,62522.38550953779,Eid,50
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-10-15 13:50:00,2025-10-15 14:20:00,0.5,Direct,Airbus A320,Business,Travel Agency,5873.410051246676,200.0,6073.410051246676,Regular,30
